imgid,filepath,filename,caption,sentid
118115,train2014,COCO_train2014_000000427344.jpg,A cat is sitting on top of a tv set,84385
118115,train2014,COCO_train2014_000000427344.jpg,A cat sitting on top of a TV with a baseball game playing.,85603
112898,train2014,COCO_train2014_000000189666.jpg,A person pouring batter into a doughnut maker,173164
112898,train2014,COCO_train2014_000000189666.jpg,A person pouring batter into a donut maker.,176641
112898,train2014,COCO_train2014_000000189666.jpg,A person is making doughnuts in a fryer.,181909
112898,train2014,COCO_train2014_000000189666.jpg,A person pours batter into hot oil to make doughnuts.,186658
112898,train2014,COCO_train2014_000000189666.jpg,a person next to a doughnut making machine,192046
97577,train2014,COCO_train2014_000000322691.jpg,A group of people are gathered in the water.,516017
97577,train2014,COCO_train2014_000000322691.jpg,A group of people riding boats in the middle of an ocean.,518426
97577,train2014,COCO_train2014_000000322691.jpg,A group of people that are standing in the water.,518765
97577,train2014,COCO_train2014_000000322691.jpg,A group of people playing in the ocean with canoes.,519185
97577,train2014,COCO_train2014_000000322691.jpg,A bunch of people playing in the water with paddle boats.,519626
91955,train2014,COCO_train2014_000000217216.jpg,Down town at night with the street lights on .,371051
91955,train2014,COCO_train2014_000000217216.jpg,A wall with water hydrant and a street with lightening.,372884
91955,train2014,COCO_train2014_000000217216.jpg,The street lights shine off of the water valves.,374708
91955,train2014,COCO_train2014_000000217216.jpg,A double fire hydrant connected to a building. ,375350
91955,train2014,COCO_train2014_000000217216.jpg,A fire hydrant is attached to a building wall.,378230
201,val2014,COCO_val2014_000000232894.jpg,A girl and boy sitting at a wooden table with the boy looking at the girl.,312362
201,val2014,COCO_val2014_000000232894.jpg,Two kids sitting at a wooden table eating chips.,313601
201,val2014,COCO_val2014_000000232894.jpg,A young boy standing next to a young girl and a bag of chips.,315605
201,val2014,COCO_val2014_000000232894.jpg,The two young children are sitting at the table together. ,316271
201,val2014,COCO_val2014_000000232894.jpg,A little girl has a bag of chips and a boy is smiling at her,316616
90203,train2014,COCO_train2014_000000166092.jpg,A pile of oranges covered in white goo and leaves.,355330
90203,train2014,COCO_train2014_000000166092.jpg,A crop of oranges covered in a dusting of snow.,357118
90203,train2014,COCO_train2014_000000166092.jpg,Large batch of oranges with green leaves and snow.,358354
90203,train2014,COCO_train2014_000000166092.jpg,A large number of small orages with some white on them,368899
90203,train2014,COCO_train2014_000000166092.jpg,Oranges covered in a white substance and leaves,369799
74695,train2014,COCO_train2014_000000247301.jpg,A very cute cat laying in the corner.,447598
74695,train2014,COCO_train2014_000000247301.jpg,A cat laying on a plush bed located on the floor.,448876
74695,train2014,COCO_train2014_000000247301.jpg,"A cat laying in its bed, on its back with its legs spread out.",450265
74695,train2014,COCO_train2014_000000247301.jpg,A cat is sleeping in a bed by a kitchen table.,450319
74695,train2014,COCO_train2014_000000247301.jpg,A buff-colored tabby cat stretches out in her bed.,821363
118536,train2014,COCO_train2014_000000454821.jpg,Three yellow city buses driving down the street,638
118536,train2014,COCO_train2014_000000454821.jpg,Several buses that are driving along together in traffic.,4217
118536,train2014,COCO_train2014_000000454821.jpg,more than one yellow public transit bus in the road,7484
118536,train2014,COCO_train2014_000000454821.jpg,A group of yellow busses are going down the city street.,8876
118536,train2014,COCO_train2014_000000454821.jpg,Yellow passenger buses ride side by side down a crowded street.,12224
53665,train2014,COCO_train2014_000000129331.jpg,A girl in a dress flying a kite over the water.,324676
53665,train2014,COCO_train2014_000000129331.jpg,A little girl in a pink and green dress holds her arm up and a kite flies in the blue sky over water.,329854
53665,train2014,COCO_train2014_000000129331.jpg,A young girl is flying a kite high in the air. ,331516
53665,train2014,COCO_train2014_000000129331.jpg,there is a young girl flying a kite by a river,336400
53665,train2014,COCO_train2014_000000129331.jpg,a child flies a kite in front of the ocean,339436
41970,train2014,COCO_train2014_000000403813.jpg,A woman holding a piece of luggage wearing purple.,180862
41970,train2014,COCO_train2014_000000403813.jpg,A PERSON IS HOLDING A FLORAL BAG IN HAND ,189073
41970,train2014,COCO_train2014_000000403813.jpg,A woman in purple holding a floral brief case,192019
41970,train2014,COCO_train2014_000000403813.jpg,A model holding up a decortive bad .,194830
41970,train2014,COCO_train2014_000000403813.jpg,A woman in blue showing off a floral patterned hand bag.,199066
105720,train2014,COCO_train2014_000000572209.jpg,A man doing tricks on his skateboard while others wait and watch.,324543
105720,train2014,COCO_train2014_000000572209.jpg,A man on a skateboard on a ledge.,325038
105720,train2014,COCO_train2014_000000572209.jpg,A man doing a trick with a skateboard in front of people.,325671
105720,train2014,COCO_train2014_000000572209.jpg,There is a man about to fall off his skateboard,326721
105720,train2014,COCO_train2014_000000572209.jpg,A man in a black shirt and jeans dangles his skateboard over a ledge as he stands on it.,327864
52626,train2014,COCO_train2014_000000070718.jpg,People are gathered together while a child plays video games.,289821
52626,train2014,COCO_train2014_000000070718.jpg,A young man is holding a Wii remote controller.,291537
52626,train2014,COCO_train2014_000000070718.jpg,A child with a Wii controller in his hand and a couple of adults in the background.,293253
52626,train2014,COCO_train2014_000000070718.jpg,A young boy with glasses playing a game with a remote controller.,293565
52626,train2014,COCO_train2014_000000070718.jpg,a boy with eye glasses holding a wii remote,294570
102228,train2014,COCO_train2014_000000263246.jpg,A park bench beside a canal and large sycamore trees.,758646
102228,train2014,COCO_train2014_000000263246.jpg,A bench is facing a man made body of water and trees.,758901
102228,train2014,COCO_train2014_000000263246.jpg,The empty bench is facing the water across the sidewalk.,761574
102228,train2014,COCO_train2014_000000263246.jpg,An empty park bench in front of a river.,761880
102228,train2014,COCO_train2014_000000263246.jpg,A bench is in the grass near the water.,762288
10932,val2014,COCO_val2014_000000278822.jpg,The two people are ready to serve the variety of donuts.,150889
10932,val2014,COCO_val2014_000000278822.jpg,Two people in the office stand around the refreshment table.,151396
10932,val2014,COCO_val2014_000000278822.jpg,People standing around a table with several boxes of donuts.,151474
10932,val2014,COCO_val2014_000000278822.jpg,A lot of donuts that are on a table.,152512
10932,val2014,COCO_val2014_000000278822.jpg,A group of people standing by boxes of doughnuts.,152611
33334,val2014,COCO_val2014_000000330055.jpg,A player running the bases in a baseball game.,302657
33334,val2014,COCO_val2014_000000330055.jpg,some baseball players are playing baseball on a field,307094
33334,val2014,COCO_val2014_000000330055.jpg,A baseball player pointing up to the sky.,307553
33334,val2014,COCO_val2014_000000330055.jpg,A baseball player pointing up as another runs to him.,310211
33334,val2014,COCO_val2014_000000330055.jpg,A baseball game with a player hand up stating their team is number one.,316685
84385,train2014,COCO_train2014_000000012079.jpg,A lady move her arms really fast in a living room,609175
84385,train2014,COCO_train2014_000000012079.jpg,a person standing up near a tv ,609865
84385,train2014,COCO_train2014_000000012079.jpg,A woman's hands are blurry while she holds a Wii remote in a living room. ,611008
84385,train2014,COCO_train2014_000000012079.jpg,A woman is grabbing for something on a coffee table.,611932
84385,train2014,COCO_train2014_000000012079.jpg,The action of the woman's hands are blurred.,619936
38616,val2014,COCO_val2014_000000054598.jpg,A wooden table with a white plate with a doughnut on top of it.,495511
38616,val2014,COCO_val2014_000000054598.jpg,"A donut and cup of coffee sitting on a table in a restaurant, a backpack with a book laying on top next to them.",495715
38616,val2014,COCO_val2014_000000054598.jpg,There is a cake doughnut on a small plate along with a mug of coffee.,496600
38616,val2014,COCO_val2014_000000054598.jpg,a doughnut on a plate next to a mug on a wooden table.,496945
38616,val2014,COCO_val2014_000000054598.jpg,"A cup of coffee, donut and backpack atop a wooden table.",497290
41276,train2014,COCO_train2014_000000525698.jpg,a pizza with allot of sea food on it,706594
41276,train2014,COCO_train2014_000000525698.jpg,There is a pizza with seafood for toppings.,707893
41276,train2014,COCO_train2014_000000525698.jpg,Seasoned stufed lobsters are prepared for the broiler.,709990
41276,train2014,COCO_train2014_000000525698.jpg,Cooked crab on a pizza served on a baking sheet.,710023
41276,train2014,COCO_train2014_000000525698.jpg,A pizza filled with toppings sitting on top of a pan.,713833
115297,train2014,COCO_train2014_000000467579.jpg,A bathroom with run down walls with torn of wall paper.,721516
115297,train2014,COCO_train2014_000000467579.jpg,a bathroom that has a sink and some other stuff,723016
115297,train2014,COCO_train2014_000000467579.jpg,"A bathroom with a window, sink, a hole in the wall and a potted plant on the floor. ",728716
115297,train2014,COCO_train2014_000000467579.jpg,"A teal bathroom with a sink, in poor condition.",728827
115297,train2014,COCO_train2014_000000467579.jpg,This is a photo of someones bathroom in their home. ,729175
24755,val2014,COCO_val2014_000000121812.jpg,This hazy picture depicts traffic on a busy street.,656253
24755,val2014,COCO_val2014_000000121812.jpg,A city street filled with lots of traffic.and hills.,656883
24755,val2014,COCO_val2014_000000121812.jpg,"Looking across a rainy, busy street at the hills behind it",659949
24755,val2014,COCO_val2014_000000121812.jpg,Looking down a city street on a gloomy day.,660699
24755,val2014,COCO_val2014_000000121812.jpg,a couple of cars sitting on top of a hill,665916
115275,train2014,COCO_train2014_000000121718.jpg,"A nice, neat kitchen with wooden cabinets and lots of shelves.",435091
115275,train2014,COCO_train2014_000000121718.jpg,a kitchen with a sink a counter and shelves,435160
115275,train2014,COCO_train2014_000000121718.jpg,A kitchen that has a sink and wooden counters.,435556
115275,train2014,COCO_train2014_000000121718.jpg,"A kitchen has a sink, a stove, and a window.",436039
115275,train2014,COCO_train2014_000000121718.jpg,a well-organized kitchen with contemporary wood cabinets an counters,439171
81171,train2014,COCO_train2014_000000149615.jpg,a person that has a racket in his hand,793242
81171,train2014,COCO_train2014_000000149615.jpg,A young man playing tennis and preparing to hit the ball.,795414
81171,train2014,COCO_train2014_000000149615.jpg,A man hitting a tennis ball with a tennis racket.,801030
81171,train2014,COCO_train2014_000000149615.jpg,A man that is standing up with a racquet.,803166
81171,train2014,COCO_train2014_000000149615.jpg,The man in the t-shirt is hitting the tennis ball with a racket. ,803739
68717,train2014,COCO_train2014_000000033912.jpg,A white bowl filled with broccoli and almonds.,734727
68717,train2014,COCO_train2014_000000033912.jpg,A bowl filled with broccoli and other food. ,738105
68717,train2014,COCO_train2014_000000033912.jpg,A bowl of broccoli with almond pieces is seen here.,739257
68717,train2014,COCO_train2014_000000033912.jpg,A bowl with steamed broccoli topped with nuts in it.,739551
68717,train2014,COCO_train2014_000000033912.jpg,Broccoli in a clear glass bowl garnished with nuts.,741684
15814,val2014,COCO_val2014_000000288340.jpg,A white boat floating on a  body of water.,709320
15814,val2014,COCO_val2014_000000288340.jpg,A boat tied up to a wooden dock.,714009
15814,val2014,COCO_val2014_000000288340.jpg,THERE IS A LARGE HOUSE SITTING AT THE WATERS EDGE,714933
15814,val2014,COCO_val2014_000000288340.jpg,a boat docked at a wooden dock on a lake,717777
15814,val2014,COCO_val2014_000000288340.jpg,A small boat in the water is tethered to a dock.,717891
13950,val2014,COCO_val2014_000000024106.jpg,A man riding a snowboard off the side of a ramp.,532483
13950,val2014,COCO_val2014_000000024106.jpg,A man is trying to land a ski jump.,534604
13950,val2014,COCO_val2014_000000024106.jpg,A skier in an orange jacket takes to the air over a small jump.,535681
13950,val2014,COCO_val2014_000000024106.jpg,a person with skiis on jumping over part of a ramp ,538885
13950,val2014,COCO_val2014_000000024106.jpg,A ski jump is attempted on a ski slope. ,540217
51951,train2014,COCO_train2014_000000147615.jpg,A herd of giraffe standing and sitting next to each other on a lush green field.,87779
51951,train2014,COCO_train2014_000000147615.jpg,Adult giraffe standing near two young giraffes which are eating.,90629
51951,train2014,COCO_train2014_000000147615.jpg,there are many giraffes in a conservatory here,91067
51951,train2014,COCO_train2014_000000147615.jpg,A group of giraffes relaxing in their enclosure,93749
51951,train2014,COCO_train2014_000000147615.jpg,A group of giraffe's doing various activities in a grassy area.,96224
76577,train2014,COCO_train2014_000000175693.jpg,A red and orange fire hydrant sits on a snowy street while people are walking by.,499588
76577,train2014,COCO_train2014_000000175693.jpg,A red and yellow fire hydrant getting covered with snow,500974
76577,train2014,COCO_train2014_000000175693.jpg,a fire hydant partially covered in snow ,505207
76577,train2014,COCO_train2014_000000175693.jpg,A red fire hydrant sitting on top of a snow covered field.,507034
76577,train2014,COCO_train2014_000000175693.jpg,A fire hydrant that is sitting in the snow.,543598
74132,train2014,COCO_train2014_000000349052.jpg,A man in grey baseball uniform swinging a bat.,380734
74132,train2014,COCO_train2014_000000349052.jpg,A professional baseball player about to hit the ball,382561
74132,train2014,COCO_train2014_000000349052.jpg,A professional baseball player about to swing at a pitch,383221
74132,train2014,COCO_train2014_000000349052.jpg,A batter swinging a bat at a baseball.,385201
74132,train2014,COCO_train2014_000000349052.jpg,A man on a field with a baseball bat.,389044
18898,val2014,COCO_val2014_000000128291.jpg,The Hogwarts Express is ready for the luggage,661849
18898,val2014,COCO_val2014_000000128291.jpg,a close up of a pile of luggage near a train ,663727
18898,val2014,COCO_val2014_000000128291.jpg,A pile of luggage set next to a train.,666349
18898,val2014,COCO_val2014_000000128291.jpg,A red train engine sitting at the entrance of a tunnel.,669013
18898,val2014,COCO_val2014_000000128291.jpg,Suitcases stacked next to a train car entering a tunnel. ,669535
49512,train2014,COCO_train2014_000000188845.jpg,Two people standing next to each other standing in a room.,292270
49512,train2014,COCO_train2014_000000188845.jpg,Some moron with Paintshop defaced the lovely photograph of the attractive couple playing Wii video games.,296368
49512,train2014,COCO_train2014_000000188845.jpg,Barefoot man and woman playing a video game.,298630
49512,train2014,COCO_train2014_000000188845.jpg,A man and a woman play a fighting video game.,301048
49512,train2014,COCO_train2014_000000188845.jpg,A woman in white shorts is next to a man in jeans and they both have game remotes.,303739
82256,train2014,COCO_train2014_000000353653.jpg,a large group of children on the tennis court,470770
82256,train2014,COCO_train2014_000000353653.jpg,A group of kids standing on a tennis court holding a racquet.,472084
82256,train2014,COCO_train2014_000000353653.jpg,a group of young children holding tennis rackets,472189
82256,train2014,COCO_train2014_000000353653.jpg,A bunch of children with tennis rackets are ready to play..,475630
82256,train2014,COCO_train2014_000000353653.jpg,Children at a tennis camp pose on the court with tennis rackets.,818958
48154,train2014,COCO_train2014_000000438095.jpg,"A park area with horses, trees and a blue umbrella.",284678
48154,train2014,COCO_train2014_000000438095.jpg,Two people ride horses while others sun themselves.,286229
48154,train2014,COCO_train2014_000000438095.jpg,"A group of people, two of whom are on horseback, traveling across the grass near another group of people who are sitting in chairs near umbrellas.",286244
48154,train2014,COCO_train2014_000000438095.jpg,People on horses with people on beach chairs in the foreground,401876
48154,train2014,COCO_train2014_000000438095.jpg,Two people are riding horses in the background as a woman sits with her child. ,405395
102611,train2014,COCO_train2014_000000377515.jpg,A beautiful woman cooking a pizza in a pan.,338773
102611,train2014,COCO_train2014_000000377515.jpg,A woman outside in a chef's hat shows her frying pan creation,344866
102611,train2014,COCO_train2014_000000377515.jpg,A Women chef outside holding a pan with food in it.,347431
102611,train2014,COCO_train2014_000000377515.jpg,A female chef is cooking in a skillet.,349120
102611,train2014,COCO_train2014_000000377515.jpg,A woman sitting on the ground with a pan of food.,352093
21654,val2014,COCO_val2014_000000189103.jpg,a black and white photo of a male sitting on a bench,673531
21654,val2014,COCO_val2014_000000189103.jpg,Man sitting on bench outside of stone walled building with iron fencing.,675622
21654,val2014,COCO_val2014_000000189103.jpg,A man with a baseball cap is sitting on a bench.,675787
21654,val2014,COCO_val2014_000000189103.jpg,A man relaxes in a bench in front of a stone walled building.,677941
21654,val2014,COCO_val2014_000000189103.jpg,Young man and his backpack resting on a bench in front of a building.,680344
81755,train2014,COCO_train2014_000000097346.jpg,a train going down the tracks in a open field ,79321
81755,train2014,COCO_train2014_000000097346.jpg,The train goes on the train tracks under the power lines,79777
81755,train2014,COCO_train2014_000000097346.jpg,A high speed train zooms across the country through green fields.,83041
81755,train2014,COCO_train2014_000000097346.jpg,A streamlined white train driving on the tracks,85081
81755,train2014,COCO_train2014_000000097346.jpg,A white train moving along the track under power lines.,87001
53615,train2014,COCO_train2014_000000471773.jpg,A man with a racquet that is standing on a tennis court.,457018
53615,train2014,COCO_train2014_000000471773.jpg,A smiling man stands holding a tennis racket.,459949
53615,train2014,COCO_train2014_000000471773.jpg,there is male tennis player wearing a green shirt and smiling,460189
53615,train2014,COCO_train2014_000000471773.jpg,a guy standing around with a tennis racket in his hand,460816
53615,train2014,COCO_train2014_000000471773.jpg,He was standing on the tennis court with his racket.,828825
116754,train2014,COCO_train2014_000000447457.jpg,A group of people standing near a luggage ourselves.,592216
116754,train2014,COCO_train2014_000000447457.jpg,A group of people waiting around a luggage station. ,595567
116754,train2014,COCO_train2014_000000447457.jpg,Several young people milling around an airport baggage claim area.,747250
116754,train2014,COCO_train2014_000000447457.jpg,Five adults standing around the luggage area at a port.,747997
116754,train2014,COCO_train2014_000000447457.jpg,Five travelers are waiting at a train station.,755017
80817,train2014,COCO_train2014_000000027516.jpg,A couple of people standing in a room.,361747
80817,train2014,COCO_train2014_000000027516.jpg,Woman fixes man's tie around his neck from behind him,365875
80817,train2014,COCO_train2014_000000027516.jpg,A black and white photograph of a woman helping a man with his tie.,366796
80817,train2014,COCO_train2014_000000027516.jpg,a short woman helping a tall man fix his collar ,367003
80817,train2014,COCO_train2014_000000027516.jpg,The woman is dressing the man for an occasion.,377152
35416,val2014,COCO_val2014_000000398438.jpg,A person cutting a multi layer cake with a knife.,384582
35416,val2014,COCO_val2014_000000398438.jpg,A man and woman making a cut unto a cake,384612
35416,val2014,COCO_val2014_000000398438.jpg,A person reaching out and cutting a cake.,389304
35416,val2014,COCO_val2014_000000398438.jpg,The hands of a couple that is cutting a wedding cake.,390573
35416,val2014,COCO_val2014_000000398438.jpg,A couple at a wedding cutting their wedding cake together.,390741
114783,train2014,COCO_train2014_000000453529.jpg,their is a man holding a freeze in the park,777693
114783,train2014,COCO_train2014_000000453529.jpg,A man catching a frisbe in a parking lot.,778053
114783,train2014,COCO_train2014_000000453529.jpg,a person jumping to catch a frisbee near two cars ,783771
114783,train2014,COCO_train2014_000000453529.jpg,A man holding a white frisbee next to a van.,784215
114783,train2014,COCO_train2014_000000453529.jpg,A person catching a Frisbee in the middle of a parking lot.,788004
89061,train2014,COCO_train2014_000000478005.jpg,Dozens of different colored drink umbrellas open and stuck in the ground.,376181
89061,train2014,COCO_train2014_000000478005.jpg,A grass area with cocktail umbrellas all over it.,376658
89061,train2014,COCO_train2014_000000478005.jpg,A lot of miniature paper parasols placed together in the yard.,382247
89061,train2014,COCO_train2014_000000478005.jpg,The lawn is covered with colorful drink umbrellas.,385322
89061,train2014,COCO_train2014_000000478005.jpg,A photo of small umbrellas propped up in grass.,385652
81727,train2014,COCO_train2014_000000384412.jpg,a black and white photo with a sign next to a building,703151
81727,train2014,COCO_train2014_000000384412.jpg,there is a very large sign with smaller signs in it,704783
81727,train2014,COCO_train2014_000000384412.jpg,A sign reflects the products made by St. Thomas Metal Signs.,709556
81727,train2014,COCO_train2014_000000384412.jpg,A wooden sign that has multiple signs on it.,710531
81727,train2014,COCO_train2014_000000384412.jpg,The sign in front of the building contains lots of information.,715421
87021,train2014,COCO_train2014_000000166594.jpg,A hipster drinking a bottle of water while wearing a skull tie.,613092
87021,train2014,COCO_train2014_000000166594.jpg,A person with a cool tie drinks a bottle of water.,614535
87021,train2014,COCO_train2014_000000166594.jpg,a woman with a skull tie on walking and drinking a water bottle,615177
87021,train2014,COCO_train2014_000000166594.jpg,Person in sunglasses wearing a neck tie with skulls on it.,617664
87021,train2014,COCO_train2014_000000166594.jpg,Man wearing sunglasses and a skull tie drinking water. ,619191
47704,train2014,COCO_train2014_000000478227.jpg,There is a large meal being prepared on a table. A woman in the background is cooking on the stove. A person is setting the gravy on the table. ,619690
47704,train2014,COCO_train2014_000000478227.jpg,A hard day in the kitchen produces an awesome meal.,621277
47704,train2014,COCO_train2014_000000478227.jpg,Two people are working on putting together a large meal in a kitchen.,622903
47704,train2014,COCO_train2014_000000478227.jpg,Food on kitchen table and food cooking on the stove. ,624613
47704,train2014,COCO_train2014_000000478227.jpg,"Kitchen scene of prepared dinner of ham, potatoes and broccoli waiting to be served",625078
68326,train2014,COCO_train2014_000000000025.jpg,A giraffe eating food from the top of the tree.,122312
68326,train2014,COCO_train2014_000000000025.jpg,A giraffe standing up nearby a tree ,127076
68326,train2014,COCO_train2014_000000000025.jpg,A giraffe mother with its baby in the forest.,127238
68326,train2014,COCO_train2014_000000000025.jpg,Two giraffes standing in a tree filled area.,133058
68326,train2014,COCO_train2014_000000000025.jpg,A giraffe standing next to a forest filled with trees.,133676
15884,val2014,COCO_val2014_000000536428.jpg,A group of men are playing frisbee in the park.,736678
15884,val2014,COCO_val2014_000000536428.jpg,Several men at the park playing Frisbee football. ,738778
15884,val2014,COCO_val2014_000000536428.jpg,This is an ultimate frisbee match. The player in red is about to throw the frisbee.,827027
15884,val2014,COCO_val2014_000000536428.jpg,Men running in an open field playing Frisbee.,828259
15884,val2014,COCO_val2014_000000536428.jpg,The men run while playing a game of frisbee.,828448
88157,train2014,COCO_train2014_000000444799.jpg,A group of men sitting around a lush green field.,787362
88157,train2014,COCO_train2014_000000444799.jpg,"Outside, play field grass, the scene shows three rows of guys  in descending height with two in the front mock-chewing  a frisbee, and all of them wearing matching shirts with logo-emblazoned disc on them. ",791115
88157,train2014,COCO_train2014_000000444799.jpg,A team of young men pose while making funny faces and gesturing. ,792774
88157,train2014,COCO_train2014_000000444799.jpg,The Frisbee team wearing red shirts is posing together. ,794736
88157,train2014,COCO_train2014_000000444799.jpg,A frisbee team made up of young men in red shirts.,797184
114587,train2014,COCO_train2014_000000287833.jpg,A group of people unloading from a silver train.,713087
114587,train2014,COCO_train2014_000000287833.jpg,a women in polka dots exiting a passenger train,718481
114587,train2014,COCO_train2014_000000287833.jpg,A girl in a red plaid dress stepping off a train.,724805
114587,train2014,COCO_train2014_000000287833.jpg,People are getting off of the train at the station,726707
114587,train2014,COCO_train2014_000000287833.jpg,some people are stepping off of a train,728912
60450,train2014,COCO_train2014_000000344817.jpg,A zebra looking down and eating grass in a zoo.,665979
60450,train2014,COCO_train2014_000000344817.jpg,Three zebras fenced in on a sunny day.,666288
60450,train2014,COCO_train2014_000000344817.jpg,A group of zebras are standing together near rocks.,669351
60450,train2014,COCO_train2014_000000344817.jpg,a couple of zebras that are by some rocks,673035
60450,train2014,COCO_train2014_000000344817.jpg,a group of zebra standing in a pen next to some rocks,673737
51556,train2014,COCO_train2014_000000021846.jpg,A man holding his head over a pizza in a box.,567379
51556,train2014,COCO_train2014_000000021846.jpg,a man is hovering over a pizza cut into pieces,571450
51556,train2014,COCO_train2014_000000021846.jpg,A man who is putting his face next to a pizza.,571888
51556,train2014,COCO_train2014_000000021846.jpg,A man with his mouth open over a box with pizza ,574510
51556,train2014,COCO_train2014_000000021846.jpg,a man in glasses has his head above a pizza,574849
85452,train2014,COCO_train2014_000000453250.jpg,a couple of men that are in a baseball field,797242
85452,train2014,COCO_train2014_000000453250.jpg,a man is teaching a young boy how to play baseball,799774
85452,train2014,COCO_train2014_000000453250.jpg,Two ball players with a bat on a field.,800473
85452,train2014,COCO_train2014_000000453250.jpg,"two men stand in the sand in a baseball diamond, while one hands the other a bat",802975
85452,train2014,COCO_train2014_000000453250.jpg,A couple of men standing next to each other on a baseball field.,803362
41734,train2014,COCO_train2014_000000484150.jpg,A MAN AND A CHILD ARE IN A PARK,757133
41734,train2014,COCO_train2014_000000484150.jpg,A man and a child standing in the leaves near a bench.,757280
41734,train2014,COCO_train2014_000000484150.jpg,A man stands with a child playing in a park.,759030
41734,train2014,COCO_train2014_000000484150.jpg,A man and a young boy at a playground.,759495
41734,train2014,COCO_train2014_000000484150.jpg,a man and a child are in a park,762846
48055,train2014,COCO_train2014_000000259817.jpg,Several boats in a docking area in the water.,729472
48055,train2014,COCO_train2014_000000259817.jpg,Four boats that are on the water and two people standing nearby. ,730114
48055,train2014,COCO_train2014_000000259817.jpg,A few boats parked in a marine filled with water.,733660
48055,train2014,COCO_train2014_000000259817.jpg,Several small rowboats tied to a cement dock.,733810
48055,train2014,COCO_train2014_000000259817.jpg,There are four boats on the water tied to each other.  ,735121
32062,val2014,COCO_val2014_000000091359.jpg,A monorail train is traveling on a track.,289790
32062,val2014,COCO_val2014_000000091359.jpg,A metro train on the station for repair.,291506
32062,val2014,COCO_val2014_000000091359.jpg,A blue and silver color elevated train traveling through the station.,293432
32062,val2014,COCO_val2014_000000091359.jpg,"The elevated train is in the foreground, the road in the background.",295799
32062,val2014,COCO_val2014_000000091359.jpg,The front of a commuter train with an countryside in the background,296078
33028,val2014,COCO_val2014_000000204871.jpg,A red fire hydrant with a sticker of several animals on it,456187
33028,val2014,COCO_val2014_000000204871.jpg,A fire hydrant with a sticker of different animals on it.,458125
33028,val2014,COCO_val2014_000000204871.jpg,A fire hydrant is sitting on a street corner.,458284
33028,val2014,COCO_val2014_000000204871.jpg,A red fire hydrant with graphic art decal.,458935
33028,val2014,COCO_val2014_000000204871.jpg,A sticker has been placed onto a fire hydrant on a sidewalk.,825822
117672,train2014,COCO_train2014_000000148422.jpg,A beautiful blond standing on a bed as a man lays in it.,152158
117672,train2014,COCO_train2014_000000148422.jpg,A man sleeps with a girl stands over him.,199888
117672,train2014,COCO_train2014_000000148422.jpg,A woman tanking above a man with a laptop laying on a bed.,209947
117672,train2014,COCO_train2014_000000148422.jpg,a woman standing on a bed at the feet of a man laying down under a laptop,213760
117672,train2014,COCO_train2014_000000148422.jpg,A woman stands on a bed over a man sleeping with a laptop computer.,224665
32564,val2014,COCO_val2014_000000330023.jpg,A living room with large open windows and blue carpet.,81002
32564,val2014,COCO_val2014_000000330023.jpg,"A overhead view of a family room with wood paneling
",82856
32564,val2014,COCO_val2014_000000330023.jpg,The living area of the cottage is lit by the sun coming through the large windows and sliding glass doors.,83003
32564,val2014,COCO_val2014_000000330023.jpg,an image of a loft setting with furniture and a tv,89063
32564,val2014,COCO_val2014_000000330023.jpg,A picture of a living room with a red couch.,91313
5763,val2014,COCO_val2014_000000474448.jpg,A man kneeling down in the snow next to his small son on skis,638232
5763,val2014,COCO_val2014_000000474448.jpg,A man talking to a child on skis in the snow. ,638565
5763,val2014,COCO_val2014_000000474448.jpg,A man is teaching a small child to ski.,639765
5763,val2014,COCO_val2014_000000474448.jpg,A man and a kid on skis in the snow.,643464
5763,val2014,COCO_val2014_000000474448.jpg,A kneeling adult instructing a child on how to ski.,643935
90318,train2014,COCO_train2014_000000187454.jpg,A pair of doughnuts sitting next to a kettle pot.,353756
90318,train2014,COCO_train2014_000000187454.jpg,a plate with a pastry on it next to a teapot.,354329
90318,train2014,COCO_train2014_000000187454.jpg,A plate with a couple of scones and a kettle that may be tea.,354635
90318,train2014,COCO_train2014_000000187454.jpg,A buttermilk donut is on a white plate.,360275
90318,train2014,COCO_train2014_000000187454.jpg,A doughnut and a tea pot sit on plates on a table.,367427
96070,train2014,COCO_train2014_000000106973.jpg,A train approaching on the tracks during the day.,195295
96070,train2014,COCO_train2014_000000106973.jpg,A TRAIN IS ON THE TRAIN TRACKS ,195649
96070,train2014,COCO_train2014_000000106973.jpg,A train is coming down the tracks next to a heavily wooded area.,195988
96070,train2014,COCO_train2014_000000106973.jpg,A green and yellow train going down a track. ,197710
96070,train2014,COCO_train2014_000000106973.jpg,A trolley train is on the split tracks.,200143
44087,train2014,COCO_train2014_000000306440.jpg,A person riding a skateboard while walking a dog.,435216
44087,train2014,COCO_train2014_000000306440.jpg,a man on a skate board while holding on to dog ,435855
44087,train2014,COCO_train2014_000000306440.jpg,A person riding on a skateboard with a dog on a leach going towards a city.,436665
44087,train2014,COCO_train2014_000000306440.jpg,A man skateboards while taking his dog for a walk.,443148
44087,train2014,COCO_train2014_000000306440.jpg,A man riding a skateboard and holding a dog on a leash.,444162
72460,train2014,COCO_train2014_000000241292.jpg,Two sheep grazing in an open country side by hills.,325217
72460,train2014,COCO_train2014_000000241292.jpg,A ram and a sheep grazing overlooking a valley. ,326798
