img,filename,caption,sentid
18928,4400684369.jpg,"A group of three men and two woman sitting at a table that has food, drinks, and a game on it.",94641
18928,4400684369.jpg,Five young people are sitting in front of a table with food and are laughing.,94642
18928,4400684369.jpg,A group of people sit at a table and play a board game.,94643
18928,4400684369.jpg,People sitting at a table.,94644
7108,2607099736.jpg,The person in the blue shorts is wearing black shoes with white stripes.,35540
7108,2607099736.jpg,A gymnast is bending over on a yellow mat on the grass.,35541
7108,2607099736.jpg,A young wrestler being thrown to the yellow mat.,35542
7108,2607099736.jpg,A wrestler jumping and pointing at the mat.,35543
7108,2607099736.jpg,Wrestler jumping in the air.,35544
28023,6473658663.jpg,"Four people, one of whom is a middle-aged woman wearing a fur shawl, are gathered around a bar with four glasses of wine before them which are lit from below with fluorescent lighting.",140115
28023,6473658663.jpg,Four people are checking out some drinks and fluorescent lighting during a night out on the town.,140116
28023,6473658663.jpg,A group of middle-age people are looking at illuminated drinks.,140117
28023,6473658663.jpg,"Look everybody, insert rich Jewish family on vacation.",140118
28023,6473658663.jpg,A group of people standing over a table.,140119
21139,4655843621.jpg,A woman with brown curly hair holds her head while looking at her phone in restaurant.,105695
21139,4655843621.jpg,"A woman with curly, brown hair looks at her cellphone at a restaurant.",105696
21139,4655843621.jpg,A woman sitting at restaurant looking at her blackberry.,105697
21139,4655843621.jpg,A woman sits in a chair and texts in a restaurant.,105698
21139,4655843621.jpg,A woman fiddles with her phone at a diner.,105699
19178,4443434749.jpg,"A bicycle rider is about to go under an enclosed, arching overpass which attaches one brick-and-mortar building to another and is built of the same tan colored material.",95890
19178,4443434749.jpg,A cyclist approaches the underside of a bridge between buildings.,95891
19178,4443434749.jpg,A man rides a bicycle towards a European-style skywalk.,95892
19178,4443434749.jpg,A man riding a bike on a street with an overhead arch.,95893
19178,4443434749.jpg,A man in a bicycle on a street with a bridge.,95894
20601,4606399898.jpg,"An older man sitting on a bench, on the sidewalk, reading a book.",103005
20601,4606399898.jpg,The elderly gentleman in public is reading a book on the bench.,103006
20601,4606399898.jpg,A man sitting on a bench in front of a bust shopping area.,103007
20601,4606399898.jpg,Man in gray jacket sitting on bench reading a book,103008
20601,4606399898.jpg,Man in jacket reading on a bench.,103009
10055,3001308757.jpg,A man in a blue jackets looks at the camera while another man in green stands in the background.,50275
10055,3001308757.jpg,A man with a blue sports jacket and another with a green shirt are looking towards the camera.,50276
10055,3001308757.jpg,A man in a blue jacket looks at the camera while a man in a green T-shirt stands by idly.,50277
10055,3001308757.jpg,A man in a blue jacket is in focus and a man in a green shirt is in the background.,50278
10055,3001308757.jpg,Two men stand in front of a building.,50279
15573,3663336692.jpg,"A man stands at the top of a ladder, extending his right hand to another man that is holding a cable from a third story window.",77865
15573,3663336692.jpg,"A man in shorts stands on a ladder almost three stories up from the ground, reaching for a cable.",77866
15573,3663336692.jpg,A man in a gray t-shirt atop a ladder reaching out to another man inside the buildings window,77867
15573,3663336692.jpg,A man standing on a ladder talking to another man who is hanging out of a window.,77868
15573,3663336692.jpg,A man is on a ladder which is leaning against a building.,77869
3231,2086678529.jpg,A girl in a purple dress smiling as she climbs an indoor rock wall.,16155
3231,2086678529.jpg,A little girl wearing a purple dress looks down at the camera.,16156
3231,2086678529.jpg,"A young girl climbs a rock wall, in a purple dress.",16157
3231,2086678529.jpg,A young girl wears a purple dress.,16158
3231,2086678529.jpg,A girl is in a dress.,16159
20901,463571374.jpg,"Many people walk and stand on a crowded street, carrying bags.",104505
20901,463571374.jpg,A large group of people gathered outside of a building.,104506
20901,463571374.jpg,A large number of people are waiting for their train.,104507
20901,463571374.jpg,People in China gather around an exit.,104508
20901,463571374.jpg,A crowded street full of Asian people.,104509
27969,6415175155.jpg,This guy is about to finish a 8 mile run with his team.,139845
27969,6415175155.jpg,A mountain bike racer on a dirt road during a race,139846
27969,6415175155.jpg,A male cyclist rounds the course on a dirt road.,139847
27969,6415175155.jpg,A mud covered cyclist zooms down the trail.,139848
27969,6415175155.jpg,A cyclist is racing down the street.,139849
13466,3413973568.jpg,"A man riding the water on a single board, holding on to a support with one hand.",67330
13466,3413973568.jpg,A man is riding a board in the ocean and is being pulled from above.,67331
13466,3413973568.jpg,A man in a wetsuit is leaving the water while waterskiing.,67332
13466,3413973568.jpg,A man is waterskiing on one ski.,67333
13466,3413973568.jpg,A water glider.,67334
11092,3129514177.jpg,"When am I going to sit in the front, because I hate this belt.",55460
11092,3129514177.jpg,A little boy in a purple jacket is buckled into his car seat.,55461
11092,3129514177.jpg,A sad little boy sits in a car seat.,55462
11092,3129514177.jpg,A boy in purple wearing a seat belt.,55463
11092,3129514177.jpg,A boy wearing a purple shirt crying.,55464
20184,455709958.jpg,A young woman is wearing a pink hood shirt while attempting to drink water from an outside shower.,100920
20184,455709958.jpg,A young girl with pink hoodie and faded jeans is putting her face in front of a talking tube.,100921
20184,455709958.jpg,"A young girl in a pink shirt, blue jeans, and sneakers talking into an object at a park.",100922
20184,455709958.jpg,A woman in a pink shirt and shoes is looking at something.,100923
20184,455709958.jpg,A girl speaks through a tube in the park,100924
8464,2786115354.jpg,A man confronts a bull at a rodeo while another man runs and a third attempts to stay out of the way.,42320
8464,2786115354.jpg,A man standing in front of a charging bull in a stadium full of people.,42321
8464,2786115354.jpg,A cowboy faces off with a bull in front of many onlookers at a rodeo.,42322
8464,2786115354.jpg,Men flee a bull during a bull-riding competition.,42323
8464,2786115354.jpg,A bull charging at a bull rider in a live rodeo.,42324
10152,3014080715.jpg,A team of dogs pulling a sled down a snow covered road.,50760
10152,3014080715.jpg,A group of dogs pulling a sled through the snow.,50761
10152,3014080715.jpg,Sled dogs pull a sled through a snowy forest.,50762
10152,3014080715.jpg,A team of dogs are pulling a sled over snow.,50763
10152,3014080715.jpg,A team of dogs pulling a sled.,50764
6446,2529226054.jpg,A person in a red vest walks past a shuttered entrance way with a Fanta ad in the background and the word 'sex' spray printed on some sheet metal fencing in the foreground.,32230
6446,2529226054.jpg,A man in a red shirt with a backpack walking past a vending machine.,32231
6446,2529226054.jpg,A man wearing a red vest is walking past a black and green fence.,32232
6446,2529226054.jpg,A woman in a red shirt is walking by a fence with graffiti on it.,32233
6446,2529226054.jpg,"A wall with gray and green checks has a writing ""Sex"".",32234
6636,254555172.jpg,"A little girl unwrapping her birthday gift, in a white dress at home.",33180
6636,254555172.jpg,A little cute girl in a white dress is revealing her presents.,33181
6636,254555172.jpg,A young girl is opening a present in a purple birthday bag.,33182
6636,254555172.jpg,A little girl is opening a birthday gift bag excitedly,33183
6636,254555172.jpg,A young girl is opening a present hastily.,33184
28797,6967649046.jpg,"A group of men, and two boys, are at a livestock market looking at sheep.",143985
28797,6967649046.jpg,"A boy standing beside several goats, with a group of men in the back.",143986
28797,6967649046.jpg,A Pakistani boy wearing a Nike cap stands amidst his elders and sheep.,143987
28797,6967649046.jpg,A young boy is in the middle of a sale of goats,143988
28797,6967649046.jpg,Men and sheet gather on the street.,143989
6544,2537683592.jpg,Construction workers applying siding to the inside of a tunnel.,32720
6544,2537683592.jpg,Workers wearing orange vests are working on a curved wall.,32721
6544,2537683592.jpg,A group of construction workers building a tunnel.,32722
6544,2537683592.jpg,Workers wearing bright orange vests doing work.,32723
6544,2537683592.jpg,Men in hard hats work along a wall.,32724
1176,1362882269.jpg,A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water.,5880
1176,1362882269.jpg,A man with a blue hat and blue with red polka dotted bottoms on is running into the water.,5881
1176,1362882269.jpg,A man with blue shorts and a blue had running through water that is thigh deep.,5882
1176,1362882269.jpg,A man wearing a hat is running through water,5883
1176,1362882269.jpg,A man splashes playfully in a lake.,5884
21473,4686133452.jpg,A man wearing a white shirt is working on building something.,107365
21473,4686133452.jpg,A workshop with two workers working on their project.,107366
21473,4686133452.jpg,Man works hard on a old textile machine.,107367
21473,4686133452.jpg,Asian workers assembling a wood project.,107368
21473,4686133452.jpg,A person is spinning cotton into fabric.,107369
23027,4809733027.jpg,A man in a light blue shirt with his hand in his pocket walks along a road with large buildings.,115135
23027,4809733027.jpg,A man in a gray t-shirt walks down a public street past a pair of tall office buildings.,115136
23027,4809733027.jpg,Man walking with tall buildings with reflections behind him.,115137
23027,4809733027.jpg,A man walking through a large city with skyscrapers.,115138
23027,4809733027.jpg,Vehicles and pedestrians pass by nearby skyscrapers.,115139
9087,2873188959.jpg,A man in swimming trunks jumping off a rock into a lake.,45435
9087,2873188959.jpg,The young man takes an acrobatic leap into the water.,45436
9087,2873188959.jpg,A man in blue shorts leaps from cliff into a lake.,45437
9087,2873188959.jpg,A man jumps from a rock into the water.,45438
9087,2873188959.jpg,A shirtless man jumps into the water.,45439
16691,38437776.jpg,Two men are atop a white surface within a cloudy waterfront setting.,83455
16691,38437776.jpg,Two men work on top of a tall building on a cloudy day.,83456
16691,38437776.jpg,Two men work on a white surface before a white sky.,83457
16691,38437776.jpg,Two men painting the floor with a scene of water.,83458
16691,38437776.jpg,Two men are painting a white roof.,83459
2449,1805990081.jpg,A boy signals with his hands while he walks a white dog with a pink leash.,12245
2449,1805990081.jpg,A dark-skinned boy is walking a white dog on a pink leash down a sidewalk.,12246
2449,1805990081.jpg,A young boy showing off while walking his white dog in a neighborhood.,12247
2449,1805990081.jpg,A boy in a striped shirt walking a small dog on a leash.,12248
2449,1805990081.jpg,A boy is walking a small white dog down the street.,12249
3167,2077433632.jpg,A woman in front of white bars puts her hand to her forehead and talks on the phone.,15835
3167,2077433632.jpg,A lady with some jeans on talking on a cellphone with her hand on her forehead.,15836
3167,2077433632.jpg,I don't see a picture i don't see a picture i don't see a picture,15837
3167,2077433632.jpg,A girl sitting on the ground is talking on a cellphone.,15838
3167,2077433632.jpg,A grief stricken woman sitting and talking on the phone,15839
23796,4865390214.jpg,A man wearing a white shirt is talking on the phone while a little girl wearing blue jeans stands behind him.,118980
23796,4865390214.jpg,A man appears to be calling someone on his phone while a child is standing behind him.,118981
23796,4865390214.jpg,A man in a white shirt and blue jeans is talking on the phone near the street.,118982
23796,4865390214.jpg,An Asian man on a cellphone is standing outside with a young girl behind him.,118983
23796,4865390214.jpg,A man on a sidewalk talking on his mobile phone,118984
26560,5595612913.jpg,A local policeman standing in front of the counter with complete equipments belted to his waist.,132800
26560,5595612913.jpg,A local police officer in uniform is ordering a pastry and coffee for his morning breakfast.,132801
26560,5595612913.jpg,"A police officer, with many items around his waist, is ordering something at a cafe.",132802
26560,5595612913.jpg,A police officer is ordering coffee at a shop and has many gadgets strapped to his belt,132803
26560,5595612913.jpg,A law enforcement officer looking at food in a cafe.,132804
4569,2290936635.jpg,A group of people or students on vacation walking alone the grounds of older buildings.,22845
4569,2290936635.jpg,A group of people walking through an abandoned lot to reach another destination.,22846
4569,2290936635.jpg,A group of people in a line walking up a small hill towards a building.,22847
4569,2290936635.jpg,A group of people are walking through grass.,22848
4569,2290936635.jpg,A group of people walking up a grass hill.,22849
30737,881336.jpg,They are drinking high caffeinated drinks to sustain energy for their favorite card games.,153685
30737,881336.jpg,"A woman, in a black shirt, and a man, in a gray shirt, hanging out in a kitchen.",153686
30737,881336.jpg,A group of people at a kitchen table drinking Guiness and playing cards.,153687
30737,881336.jpg,"People are in a kitchen, two of them are sitting at the kitchen table.",153688
30737,881336.jpg,Two women playing a drinking game in the kitchen.,153689
5237,2378196105.jpg,An athlete tests his skills and stamina by jumping onto boxes out near the track field.,26185
5237,2378196105.jpg,A man jumping over boxes for exercise in the middle of a high school track.,26186
5237,2378196105.jpg,A man with a blue outfit jumping over evenly planted boxes.,26187
5237,2378196105.jpg,An African American boy jumps over boxes at a track.,26188
5237,2378196105.jpg,The man is jumping over blocks on a track.,26189
1381,1411855204.jpg,One young man with short orange hair is fiddling his thumbs and sitting down looking very bored.,6905
1381,1411855204.jpg,A young man with blond-hair works with multicolored wires while sitting on a stoop.,6906
1381,1411855204.jpg,"A young man, surrounded by wires, twists three wires together.",6907
1381,1411855204.jpg,A guy in a white shirt it holding some wires.,6908
1381,1411855204.jpg,Someone working with electrical wiring.,6909
29537,7492267690.jpg,"3 emergency workers are sitting on their vehicle, while the fourth one is standing and looking intently at something.",147685
29537,7492267690.jpg,"Men at work, Firemen waiting for their next call to a fire, looking relaxed and anxious at the same time.",147686
29537,7492267690.jpg,"4 fireman on a firetruck looking very tired, brick building behind them, and a hand to the bottom left.",147687
29537,7492267690.jpg,"There are four men, three sitting and one standing, wearing the same dark blue uniform.",147688
29537,7492267690.jpg,Four firefighters are sitting atop a firetruck.,147689
2832,19787273.jpg,A woman wearing jeans is reaching into a large box while a man wearing jeans stands beside her.,14160
2832,19787273.jpg,"A woman in a black and yellow top, selling chocolate to a man in a white t-shirt.",14161
2832,19787273.jpg,A woman with a box of candy standing with a man who is holding some of the candy.,14162
2832,19787273.jpg,A woman reaches into a box of candy while a man stands nearby.,14163
2832,19787273.jpg,Man and a woman standing outside.,14164
24518,4931250793.jpg,"Men and women walk past a Cartier store on a city sidewalk; a man in an orange shirt and torn jean-shorts carries a camera slung from his shoulder as he leans against the store wall, and a young woman in strappy sandals, a black cap, an orange wig, and a pair of large sunglasses slouches, with her arms folded.",122590
24518,4931250793.jpg,A woman with pink hair leaning against a building while people walk by.,122591
24518,4931250793.jpg,"A couple are waiting near their bags, as some walkers pass.",122592
24518,4931250793.jpg,A man in an orange shirt is leaning against a wall.,122593
24518,4931250793.jpg,Two people standing with bags on a sidewalk.,122594
29073,7119846943.jpg,A little girl hula hoops with two hula hoops on a sunny day while a crowd of people unaware of her talent are behind her.,145365
29073,7119846943.jpg,A young girl is standing in green grass playing with two hula hoops.,145366
29073,7119846943.jpg,A young girl in a crowd of people spinning two hula hoops at once.,145367
29073,7119846943.jpg,A little girl hula-hooping with 2 hula hoops on her hips.,145368
29073,7119846943.jpg,A small girl is hula-hooping.,145369
18938,440184957.jpg,A man wearing a balloon hat and a grassy shirt holds up two large paper dolls.,94690
18938,440184957.jpg,A dirty looking clown holding up two paper cut outs of children with blond-hair,94691
18938,440184957.jpg,A man wearing a balloon hat holds up colored cut-out drawings of two men.,94692
18938,440184957.jpg,The man wears balloons on his head and holds paper people.,94693
18938,440184957.jpg,A clown shares cut-out pictures of children.,94694
23962,4882073197.jpg,"A woman with short, dark hair carrying a pink bag and wearing red shoes stands in the middle of a street.",119810
23962,4882073197.jpg,"On a busy city street, a woman stands along on a traffic island.",119811
23962,4882073197.jpg,A woman with red shoes is standing in the middle of the street.,119812
23962,4882073197.jpg,Woman in dress walks in the middle of the street.,119813
23962,4882073197.jpg,A woman in red shoes waling in the street.,119814
13691,3437781040.jpg,An ice hockey player in red is challenging the player in white for the puck.,68455
13691,3437781040.jpg,Two hockey players try to get control of the puck as the referee looks on.,68456
13691,3437781040.jpg,The goalie has come out of the goal to steal the puck from the other team.,68457
13691,3437781040.jpg,Two hockey players trying to get the puck.,68458
13691,3437781040.jpg,Two athletes playing in a hockey game.,68459
29376,7347276120.jpg,Two young ladies carefully balancing while walking across a log in a field with tall grass.,146880
29376,7347276120.jpg,The family has a fun day out pretending to be tightrope walkers.,146881
29376,7347276120.jpg,Two girls walking along a log in a field outside.,146882
29376,7347276120.jpg,Two women are walking on a narrow piece of wood.,146883
29376,7347276120.jpg,Two girls walking on the wall beside grass,146884
24725,4944374247.jpg,A woman in a red striped shirt and red shorts is holding a white bag while sitting with several people behind her and one person beside her.,123625
24725,4944374247.jpg,A woman in a white hat and a red and white striped shirt sitting on a wall.,123626
24725,4944374247.jpg,A woman in a red and white striped shirt is sitting down.,123627
24725,4944374247.jpg,Lady in red resting on a wall while people walk by her.,123628
24725,4944374247.jpg,A woman in a red shirt sits by a fountain.,123629
18381,4271560578.jpg,"A young man, without apparent protective gear, is on a bicycle jumping over small hills of sand or gravel, with a long bridge and tall buildings in the background.",91905
18381,4271560578.jpg,"A man on a bicycle, wearing an all black outfit, looks as though he's hanging in midair over a bridge.",91906
18381,4271560578.jpg,A stunt bicyclist performs an aerial trick before a city skyline.,91907
18381,4271560578.jpg,A young male is doing a bike trick on a bridge in the evening.,91908
18381,4271560578.jpg,A man is doing tricks on a bike and is very high in the air.,91909
9632,29389675.jpg,"A woman sits in a room and brushes her dyed hair, which is dyed red.",48160
9632,29389675.jpg,A young girl wearing a school sweeter is brushing her hair.,48161
9632,29389675.jpg,Young girl brushing her multicolored hair.,48162
9632,29389675.jpg,A girl with pink hair is brushing herself.,48163
9632,29389675.jpg,A girl is brushing her brown and red-hair.,48164
18288,4247623205.jpg,"A woman in a red shirt stands alone in a terminal, with three pieces of luggage.",91440
18288,4247623205.jpg,A woman in a red jacket and boots is waiting with her luggage at the airport.,91441
18288,4247623205.jpg,An Asian woman with her luggage in a train station.,91442
18288,4247623205.jpg,A young asian woman stands with her luggage.,91443
18288,4247623205.jpg,Young lady lost her connection to Hawaii.,91444
28460,6848901011.jpg,A young waiter in a bar setting pours a drink from a bottle into a cup.,142300
28460,6848901011.jpg,Person dressed in newspaper boy attire pouring drinks.,142301
28460,6848901011.jpg,A bartender wearing a hat is pouring a drink.,142302
28460,6848901011.jpg,A bartender is laughing while mixing drinks.,142303
28460,6848901011.jpg,A person in a newsboy getup pours a drink.,142304
8231,2756636539.jpg,A big black dog with fluffy fur runs in the surf of a rocky shore.,41155
8231,2756636539.jpg,The black dog is in the water on the shore.,41156
8231,2756636539.jpg,The black dog is running through the water.,41157
8231,2756636539.jpg,A black dog jumps through the water.,41158
8231,2756636539.jpg,A black dog splashes in the water.,41159
29783,7664337844.jpg,Olympic swimmers leaving the starting block at the 2012 London Olympics.,148915
29783,7664337844.jpg,Swimmers kick off at the start of a race in the 2012 London Olympics.,148916
29783,7664337844.jpg,A women's swimming event at the London 2012 Olympics starts.,148917
29783,7664337844.jpg,Swimmers starting a race in the pool.,148918
29783,7664337844.jpg,A group of swimmers jump into a pool.,148919
7520,266316342.jpg,"A woman in a purple sweater stands with her arms folded beside several pieces of luggage while two other women stand beside her, looking in her direction.",37600
7520,266316342.jpg,"Some girls are outside an airport with their bags waiting, while a woman on the right side is smoking.",37601
7520,266316342.jpg,A group of ladies stands outside a station with their luggage.,37602
7520,266316342.jpg,Women with their luggage waiting outside an airport terminal.,37603
7520,266316342.jpg,Three women waiting at the airport with their luggage.,37604
23821,4867858371.jpg,An eclectic crowd gathers in front of two buildings in broad daylight surrounded by signs of the Boston Red Sox and companies associated with Boston.,119105
23821,4867858371.jpg,Many people are gathered in a city street near two large brown buildings.,119106
23821,4867858371.jpg,Many people on the street corner with brown buildings.,119107
23821,4867858371.jpg,A crowd of people walk in the middle of a town.,119108
23821,4867858371.jpg,A crowd of people talking and walking around.,119109
20674,4612831165.jpg,Asian bride and groom leaving a church with crowd throwing confetti on them.,103370
20674,4612831165.jpg,A bride and groom leaving their wedding as guests throw confetti at them.,103371
20674,4612831165.jpg,People throw confetti at newlyweds as they come out of the church.,103372
20674,4612831165.jpg,A group of people celebrating a couple marriage.,103373
20674,4612831165.jpg,A couple just got married.,103374
28932,7024548153.jpg,"A young women wearing a green shirt and hat is sitting down, using a mehndi cone to paint a flower design on the back of one of her hands.",144660
28932,7024548153.jpg,A young girl wearing colorful clothing uses henna to draw a flower on her hand.,144661
28932,7024548153.jpg,An eccentrically dressed teenage girl writes on her hand.,144662
28932,7024548153.jpg,A girl giving herself a henna tattoo on her hand.,144663
28932,7024548153.jpg,A girl draws a flower on her hand.,144664
14675,3552435734.jpg,A black and white dog running through shallow water.,73375
14675,3552435734.jpg,Black dog with white feet running into a lake.,73376
14675,3552435734.jpg,The black dog is running through water.,73377
14675,3552435734.jpg,A black dog running through water.,73378
14675,3552435734.jpg,A black dog is running on water.,73379
20324,4569593012.jpg,People behind a banner are holding flags and signs.,101620
20324,4569593012.jpg,There are people gathered outside holding flags.,101621
20324,4569593012.jpg,A man with gray hair speaks loudly in a group.,101622
20324,4569593012.jpg,A crowd of people at some kind of protest.,101623
20324,4569593012.jpg,Protesters holding signs and flags.,101624
9619,2938120171.jpg,Two blond dogs are standing together on a patio.,48095
9619,2938120171.jpg,Two golden dogs are standing on a wooden patio.,48096
9619,2938120171.jpg,A large dog sniffing a smaller dog outside.,48097
9619,2938120171.jpg,Two dogs are standing together on a patio.,48098
9619,2938120171.jpg,Two golden dogs on a wood deck.,48099
15775,368881750.jpg,"3 men sit in a cubical of an office, one man is standing and holding a drum.",78875
15775,368881750.jpg,A man in a white shirt carries a drum as he talks to two other men.,78876
15775,368881750.jpg,Three people in an office setting are communicating verbally.,78877
15775,368881750.jpg,Office workers laugh inside a cubicle.,78878
15775,368881750.jpg,Three men are talking in an office.,78879
17265,3977907058.jpg,A man with a mohawk walking in-between two parked vehicles and into the street.,86325
17265,3977907058.jpg,A young man with a mohawk reaching down to pick something up off the street.,86326
17265,3977907058.jpg,Man with a mohawk haircut walking across a street between two cars.,86327
17265,3977907058.jpg,A young man with a Mohawk begins to jaywalk across the street.,86328
17265,3977907058.jpg,A man in a black jacket with a mohawk walks on a road.,86329
23156,4818210621.jpg,A woman in a white vest reaching for a white paper in a fish market.,115780
23156,4818210621.jpg,A woman is in the kitchen making food for a store or restaurant.,115781
23156,4818210621.jpg,A female employee of a fish market weighs an item on the scale.,115782
23156,4818210621.jpg,Person in a deli surrounded by various fish.,115783
23156,4818210621.jpg,A woman rolling pastry in her fish shop.,115784
22475,4761988213.jpg,Two men and two women dressed in old English attire hold hands and form a circle on a stage as a young girl runs by.,112375
22475,4761988213.jpg,"Five individuals, three females and two males, are performing a dance in period costume wear outside.",112376
22475,4761988213.jpg,"Two men and two women, in period costumes, performing a dance on state outdoors.",112377
22475,4761988213.jpg,Two women and two men in historical attire jumping.,112378
22475,4761988213.jpg,4 people are dressed in costumes dancing on stage.,112379
24551,4932739824.jpg,"A man is walking across a bridge, buildings with asian writing in background",122755
24551,4932739824.jpg,A man in a blue shirt is walking over a bridge.,122756
24551,4932739824.jpg,The man in blue is walking on the red bridge.,122757
24551,4932739824.jpg,A scene over a bridge of old and new Asia.,122758
24551,4932739824.jpg,Man in a blue shirt walking on a bridge.,122759
27808,6314475602.jpg,"A few dozen able-bodied men in kilts are gathered for an outdoors event, with a thrown stick nearing the camera.",139040
27808,6314475602.jpg,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole.",139041
27808,6314475602.jpg,People all around on a hot sunny day watching a large tan stick get thrown.,139042
27808,6314475602.jpg,A group of men wearing kilts throwing a long wooden stick.,139043
27808,6314475602.jpg,A man wearing a kilt has thrown a large pole.,139044
12500,3298175192.jpg,Black and white dog chewing on a canon camera setting in the grass the camera is black and white.,62500
12500,3298175192.jpg,A black and white dog rests its head on a camera.,62501
12500,3298175192.jpg,A black and white dog is chewing on a camera.,62502
12500,3298175192.jpg,Black and white puppy gnaws camera.,62503
12500,3298175192.jpg,A puppy plays with a camera.,62504
2904,2021613437.jpg,A boy wearing a Steve Nash shirt dribbles a basketball on an indoor court.,14520
2904,2021613437.jpg,A child in a gray t-shirt is bouncing a basketball on a basketball court.,14521
2904,2021613437.jpg,A boy dribbles a basketball in the gymnasium.,14522
2904,2021613437.jpg,One little boy dribbles his basketball.,14523
2904,2021613437.jpg,A boy dribbling a basketball in a gym.,14524
11346,3164506129.jpg,"There is a woman sitting on a very shiny surface with her head bent down slightly, and some people further down from her sitting on the same surface.",56730
11346,3164506129.jpg,A group of people sit on a long bench while children play on the stairs behind them.,56731
11346,3164506129.jpg,Two young boys are playing in the bleachers at nice designed park area.,56732
11346,3164506129.jpg,There are kids playing while adults are sitting on a bench.,56733
11346,3164506129.jpg,People are sitting outside of a building.,56734
4060,2221241506.jpg,A man with glasses looking down at something while sitting on something made of concrete.,20300
4060,2221241506.jpg,A man wearing a black top and thick glasses is on a piece of construction.,20301
4060,2221241506.jpg,A man with glasses looks at something amid scaffolding.,20302
4060,2221241506.jpg,A man is touching a large metal structure.,20303
4060,2221241506.jpg,A man surrounded by staging is working.,20304
17046,393043864.jpg,"Baskets of fresh cabbage, tomatoes, beans and other produce sit outside in an open air market.",85230
17046,393043864.jpg,A local market boasts a wide variety of fruits and vegetables.,85231
17046,393043864.jpg,A collection of vegetables sit in baskets.,85232
17046,393043864.jpg,A picture of a fruit and vegetable store.,85233
17046,393043864.jpg,Fresh fruits and vegetable stand.,85234
20581,4604103482.jpg,A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,102905
20581,4604103482.jpg,A skateboarding man with no shirt does a trick and people walk in a busy city scene.,102906
20581,4604103482.jpg,Shirtless man with blank pants engaged in skateboarding upon a cityscape.,102907
20581,4604103482.jpg,A young shirtless man doing skateboarding tricks in the city.,102908
20581,4604103482.jpg,A shirtless man is doing a jump with a skateboard.,102909
22079,4730135526.jpg,"A crowd of protesters in the street holding up peace signs an holding signs saying ""stop killing in Iran.""",110395
22079,4730135526.jpg,"A group of people protesting with signs saying, ""stop killing in Iran.""",110396
22079,4730135526.jpg,Protesters are holding signs that say stop killing in Iran.,110397
22079,4730135526.jpg,Protesters are demonstrating against violence in Iran.,110398
22079,4730135526.jpg,Young protesters outside holding signs.,110399
11726,3204525212.jpg,A small black and white dog standing next to a large black dog both looking up onto a counter.,58630
11726,3204525212.jpg,A large dog and a small dog stand next to the kitchen counter to investigate.,58631
11726,3204525212.jpg,A black dog and small white and black dog look up at a kitchen countertop.,58632
11726,3204525212.jpg,"Dogs ignore plate of food on floor, look up at kitchen counter.",58633
11726,3204525212.jpg,The dogs are begging at the kitchen counter.,58634
29631,7564442710.jpg,A tennis player wearing a white outfit swings for the ball.,148155
29631,7564442710.jpg,"While spectators watch she plays tennis, dressed in white.",148156
29631,7564442710.jpg,Female tennis player about to hit a tennis ball.,148157
29631,7564442710.jpg,Tennis player in white swinging her racket.,148158
29631,7564442710.jpg,Woman holding a tennis racket shrugs.,148159
6672,2550646414.jpg,A man wearing a black shirt is giving the camera a weird look as he cuts meat with a sharp knife.,33360
6672,2550646414.jpg,A man seems surprised when he got photographed while he was cutting meat in his kitchen.,33361
6672,2550646414.jpg,"Man with black shirt, making dinner, looking at the camera while cutting meat.",33362
6672,2550646414.jpg,A man in a gray shirt cutting up meat into thick slices.,33363
6672,2550646414.jpg,Guy with a mohawk cutting meat.,33364
8495,2791348768.jpg,"A white man in a white shirt stands with his arms out to his sides, wearing an earpiece.",42475
8495,2791348768.jpg,A man wearing a white shirt has his hands up in the air and shoulders shrugged.,42476
8495,2791348768.jpg,Brown-haired male with a white shirt showing off a grin with open arms.,42477
8495,2791348768.jpg,A older man showing happiness on a stage in front of a crowd.,42478
8495,2791348768.jpg,A man wearing a white shirt is holding out his arms.,42479
583,119534510.jpg,A person in a brown jacket is sitting on a pier by the water reading.,2915
583,119534510.jpg,Person sitting on concrete landing next to body of water,2916
583,119534510.jpg,A man in a brown shirt sitting on a dock and reading.,2917
583,119534510.jpg,A man reading a book on the dock near a post.,2918
583,119534510.jpg,"A man is sitting next to the water, reading.",2919
25642,517102724.jpg,A black dog is standing in front of a waterfall.,128210
25642,517102724.jpg,The large black dog is walking in the water.,128211
25642,517102724.jpg,A black dog plays around near a waterfall.,128212
25642,517102724.jpg,Black dog prancing through the river.,128213
25642,517102724.jpg,A black dog in front of a waterfall.,128214
9469,2921112724.jpg,Someone is riding a three-wheeled vehicle throught a sandy playground.,47345
9469,2921112724.jpg,I man is riding a 3 wheeled pedal bike and is airborne.,47346
9469,2921112724.jpg,A man riding a three wheeled vehicle topples over.,47347
9469,2921112724.jpg,Person in a 3-wheeler driving on 2 wheels.,47348
9469,2921112724.jpg,A person on a tricycle.,47349
4121,2229737667.jpg,A man in an orange vest and a cap stands outside a ladies' bathroom.,20605
4121,2229737667.jpg,"A man leaning on a pillar next to a bucket, near a public restroom",20606
4121,2229737667.jpg,A man standing next to a women's restroom in an orange shirt.,20607
